Title,Contents
Wiki-Backend 개발 가이드-REDIS 세션정보를 저장하는,"Backend 에서 REDIS 를 사용하는 목적은 WAS서버들 간에 세션정보를 공유하기 위함입니다. WAS 서버를 이중화하게 될 경우 WAS 서버간의 세션을 공유하기 위해 별도의 기술을 사용해야 됩니다.
예를 들어 톰캣의 경우 All-to-all Session Replication 설정을 통해 세션클러스터링을 할 수도 있습니다. 하지만 가장 좋은 방법은 현재 Salevis4 에서 사용하고 있는것과 같이 Session Storage 를 분리하는 방식입니다.
REDIS 는 Session Storage 역할을 수행합니다. Backend REDIS 설정시 다음 사항을 고려해 주세요.
- 통상은 REDIS 서버 포트인 6379 가 firewall 에서 안 열려 있기 때문에 외부에서 접속할 수는 없지만,
firewall 도 열려 있고, password 가 설정되어 있지 않은 경우는 매우 위험할 수 있으므로, password 설정을 꼭 해 주세요.
- LINUX의 REDIS 서버의 password 설정은 /etc/redis/redis.conf 파일에서
requirepass YOURPASSWORD
에 설정합니다. 설정후 재시작은 systemctl redis restart
Windows REDIS 서버의 password 설정은 C:\Program Files\Redis\redis.windows-service.conf 파일에서 설정합니다.
설정후 재시작은 windows 서비스에서 redis 재시작 합니다.
- Salevis4 backend 서버에서는 config-prd.properties 파일에서
salevis4.redis.connection.password=YOURPASSWORD
에 설정합니다.
- REDIS password 는 szrnd20210416 으로 모든 프로젝트에서 동일하게 사용합니다. 개발시 로컬 redis 패스워드를 일일히 바꿀 수 없으므로 일괄통일해서 사용합니다.
REIDIS 에 저장되는 세션정보는 다음 그림과 같습니다.
![Untitled](Wiki-Backend%20%E1%84%80%E1%85%A2%E1%84%87%E1%85%A1%E1%86%AF%20%E1%84%80%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%83%E1%85%B3-REDIS%20%E1%84%89%E1%85%A6%E1%84%89%E1%85%A7%E1%86%AB%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%87%E1%85%A9%E1%84%85%E1%85%B3%E1%86%AF%20%E1%84%8C%E1%85%A5%E1%84%8C%E1%85%A1%2080b5e54d767b42f3bf7d5af8e0774bff/Untitled.png)
USER_CACHE - USER_CACHE:테넌트아이디 Bucket에 USERID 로 key 를 Generate 해서 저장합니다.
value 는 logincontroller 에서 MySession 이라는 객체를 생성하여 저장하는데 common-api 에서 그림과 같이 json string 형태로 변환하여 저장됩니다.
REDIS 는 Bucket 구조를 사용할수 있는데 그림과 같은 폴더구조라고 보시면 됩니다.
Bucket 밑에는 문서가 있는데 문서는 Hash 테이블 구조의 key / value 형식의 list 입니다.
위의 그림은 REDIS 를 GUI 로 관리할 수 있게 해 주는 redis desktop manager 입니다. redis desktop manager 는 현재 유료버전으로 바뀌었으며,
[https://softzion.sharepoint.com/sites/msteams_d48474/Shared%20Documents/%EC%A7%80%EC%8B%9D%EA%B3%B5%EC%9C%A0/redis-desktop-manager-0.8.8.384.zip](https://softzion.sharepoint.com/sites/msteams_d48474/Shared%20Documents/%EC%A7%80%EC%8B%9D%EA%B3%B5%EC%9C%A0/redis-desktop-manager-0.8.8.384.zip)
에서 무료버전일때 프로그램을 다운로드 받을 수 있습니다.
REDIS 데이터 커맨드창에서 확인하기
![Untitled](Wiki-Backend%20%E1%84%80%E1%85%A2%E1%84%87%E1%85%A1%E1%86%AF%20%E1%84%80%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%83%E1%85%B3-REDIS%20%E1%84%89%E1%85%A6%E1%84%89%E1%85%A7%E1%86%AB%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%87%E1%85%A9%E1%84%85%E1%85%B3%E1%86%AF%20%E1%84%8C%E1%85%A5%E1%84%8C%E1%85%A1%2080b5e54d767b42f3bf7d5af8e0774bff/Untitled%201.png)
REDIS 세션에는 타임아웃 기능이 있습니다.
1. 설정은 config-prd.properties 파일에서 다음을 설정합니다.
# redis Token & Token Cookie expire Time TimeUnit : HOURS, MINUTES
com.softz.cookie.token.expire_timeunit=HOURS
# redis Token & Token Cookie expire Time
com.softz.cookie.token.expire_time=24
- HOURS, 24 의 경우 24시간
- MINUTES, 30 의 경우 30분
2. 세션 타임아웃 기능 동작 방식은
- REDIS 에서 세션정보는 아래와 같이 디렉토리 구조로 저장되며,
USER_CACHE:테넌트아이디 디렉토리 하위에 userkey 별 세션정보가 key & value 형태로 저장됩니다.
- redis 는 각 디렉토리별 타임아웃 시간을 지정할 수 있으며, 디렉토리가 최초 생성될 때 config-prd.properties 에 지정된 시간으로 timeout 설정을 하며, 이 시간이 경과되면 디렉토리가 자동으로 삭제됩니다.
- 디렉토리 밑에 어떤 key 를 access(조회) 하더라도, 해당디렉토리는 시간이 연장되기 때문에 디렉토리는 삭제되지 않습니다.
- 단, key 에 access(조회) 할 때, value 에 담긴 MySession.accesstime 정보를 현재시간으로 갱신하도록 하여, 삭제되지 않은 key 값에 대해서도 타임아웃 여부를 체크하는 이중 타임아웃 체크 구조 입니다.
- Redis desktop manager 에서 디렉토리를 선택하면 우측상단에 TTL 값이 나오는데, 이 값이 만료까지 남은 초 입니다. 선택할 때 마다 계속 줄어드는 것을 확인할 수 있습니다.
- ** requirepass 는 2개의 파일에 모두 수정해야 합니다. redis.windows.conf파일과 redis.windows-service.conf
모바일에서 로그인하는 경우는 세션이 만료되지 않아야 됩니다.
따라서 이를 위해 모바일용 세션을 처리하는 방법은 userkey 앞부분에 ""MCACHE"" 라는 문자열을 붙이면 해당 userkey 는 redis 모듈에서 TTL 을 체크하지 않습니다.
MCACHE 가 붙은 userkey 들은 아래 그림과 같이 MOBILE_CACHE 라는 상위폴더에 MOBILE_CACHE:테넌트아이디 키에 생성되며, 해당 키는 TTL: -1 로 TTL 체크를 하지 않습니다.
![Untitled](Wiki-Backend%20%E1%84%80%E1%85%A2%E1%84%87%E1%85%A1%E1%86%AF%20%E1%84%80%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%83%E1%85%B3-REDIS%20%E1%84%89%E1%85%A6%E1%84%89%E1%85%A7%E1%86%AB%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%87%E1%85%A9%E1%84%85%E1%85%B3%E1%86%AF%20%E1%84%8C%E1%85%A5%E1%84%8C%E1%85%A1%2080b5e54d767b42f3bf7d5af8e0774bff/Untitled%202.png)"
Wiki-Backend 개발 가이드-rotatelogs 를 이용한 tomcat 서버 catalina.out 날짜별 생성,"```bash
catalina.sh 에 다음을 수정
1. catalina.out 을 생성하는 구문 주석처리 (if 문 안에 있을 때는 주석처리하면 오류나기 때문에 echo 로 변경, if 문 안에 있지 않으면 #로 주석처리 해도 됨)
변경전 :   if [ -z ""$CATALINA_OUT_CMD"" ] ; then
touch ""$CATALINA_OUT""
else
변경후 :   if [ -z ""$CATALINA_OUT_CMD"" ] ; then
echo ""$CATALINA_OUT""
else
2. catalina.out 을 기록하는 부분 변경 (if else 문에 의해 두군데 있음)
변경전 :  >> ""$CATALINA_OUT"" 2>&1 ""&""
변경후 :  2>&1 ""&"" | /usr/sbin/rotatelogs ""$CATALINA_OUT"".%Y-%m-%d.log 86400 540 &
* rotatelogs 는 apache 용 파일
* Log 파일 날짜 : UTC타임기준 2021-08-22 15:00 ~ 2021-08-22 14:59 (GMT9기준 2021-08-23 00:00 ~ 2021-08-23 23:59) -> catalina.out.2021-08-23.log 에 생성
* 86400 은 86400초 = 24시간 이므로 24시간에 파일이 새로 생성됨.
* 540 은 540분 = 9시간 이므로 GMT9 기준으로 파일이 생성됨.
```"
Wiki-Backend 개발 가이드-Saleviscare 서버 설정에서 tomcat-care.pid 에 process no 가 rotatelog process no 가 저장 되는 문제,"[catalina.sh](http://catalina.sh/) 에서 아래와 같이 소스 변경
if [ ! -z ""$CATALINA_PID"" ]; then
#echo $! > ""$CATALINA_PID""
ps -ef | grep apache-tomcat-8.5.61-1 | grep java | grep -v grep | awk '{print $2}' > $CATALINA_PID
fi"
Wiki-Backend 개발 가이드-Saleviscare 의 campaignimplcustomer 테이블와 과거 데이터를 campaignimplcustomerbak 으로 이관하는 쿼리,"```sql
START TRANSACTION;
insert into campaignimplcustomerbak
(CmpgnImplCustId, CmpgnImplId, CmpgnId, CustId, CmpgnChannel, StartDate, FromNm, FromInfo, ToNm, ToInfo, SendTitle, SendMessage, SendMessage2, KakaoTemplateKey, ResultDate, ResultYN, ResultCode, UnitPrice, CalculatedYN, SendType, SendStatus, ErrYN, DenyYN, DupYN, DirectYN, MMSFileId, RegDate, RegUser, EdtDate, EdtUser, DelDate, DelUser, DelYN, BranchId, TenantId, ReserveId1, ReserveId2, SmsSituationAutoId)
SELECT CmpgnImplCustId, CmpgnImplId, CmpgnId, CustId, CmpgnChannel, StartDate, FromNm, FromInfo, ToNm, ToInfo, SendTitle, SendMessage, SendMessage2, KakaoTemplateKey, ResultDate, ResultYN, ResultCode, UnitPrice, CalculatedYN, SendType, SendStatus, ErrYN, DenyYN, DupYN, DirectYN, MMSFileId, RegDate, RegUser, EdtDate, EdtUser, DelDate, DelUser, DelYN, BranchId, TenantId, ReserveId1, ReserveId2, SmsSituationAutoId
FROM campaignimplcustomer WHERE regdate < '2021-07-11 08:59:59';
delete from saleviscare.campaignimplcustomer WHERE regdate < '2021-07-11 08:59:59';
COMMIT;
```"
Wiki-Backend 개발 가이드-SMTP 메일보내기에서 SSL 접속오류,"```less
JAVA was 소스에서 Mail 보내는 부분에
p.put(""mail.smtp.socketFactory.port"", config_mailSmtpSocketFactoryPort);
p.put(""mail.smtp.socketFactory.class"", config_mailSmtpSocketFactoryClass);
p.put(""mail.smtp.socketFactory.fallback"", ""false"");
가 있습니다. 그런데, SMTP 서버에서 ssl 접속설정이 안 되어 있으면
p.put(""mail.smtp.starttls.enable"", ""false"");
여도 무조건 접속을 시도하기 때문에, 오류로 인하여 메일 발송이 안됩니다.
따라서, 소스를 아래와 같이 수정하고 사용해야 됩니다.
if (""true"".equals(config_mailSmtpStarttlsEnable)) {
p.put(""mail.smtp.socketFactory.port"", config_mailSmtpSocketFactoryPort);
p.put(""mail.smtp.socketFactory.class"", config_mailSmtpSocketFactoryClass);
p.put(""mail.smtp.socketFactory.fallback"", ""false"");
}
```"
Wiki-Backend 개발 가이드-Spring 스케줄러 CRON 표현식,"초    |   분   |   시   |   일   |   월   |  요일  |   연도
0~59 | 0~59 | 0~23 | 1~31 | 1~12  |   0~6  | 생략가능
요일 : 0 (일요일) ~ 6( 토요일)
? : 설정 값 없을 때 - 일과 요일 에서만 사용가능
- : 모든조건
시작시간/단위 : 시작시간부터 해당 단위 때
시작범위-끝범위 : 시작범위 부터 끝범위까지
L : 마지막 - 일, 요일 에서만 사용가능
W : 가장 가까운 평일 찾는다 - 일 에서만 사용가능
ex) 10W
- 10일이 평일 일 때 : 10일에 실행
- 10일이 토요일 일 때 : 가장 가까운 평일인 금요일(9일)에 참
- 10일이 일요일 일 때 : 가장 가까운 평일인 월요일(11일)에 참
# : 몇주 째인지 찾는다 - 요일 에서만 사용가능
ex) 3#2 : 수요일#2째주 에 참
예제
1. 매월 10일 오전 11시0 0 11 10 * *
2. 매일 오후 2시 5분 0초0 5 14 * * *
3. 10분마다 도는 스케줄러 : 10분 0초, 20분 0초...0 0/10 * * *
4. 조건에서만 실행되는 스케줄러 : 10분 0초, 11분 0초 ~ 15분 0초까지 실행0 10-15 * * *"
Wiki-Backend 개발 가이드-SSL 인증서 발급절차,"```markdown
[고객사]
1. https://www.sslcert.co.kr/ 이동 후 가입
2. https://www.sslcert.co.kr/manage 이동 후
- 좌측 메뉴 담당자 설정 > 기본 관리자 등록
3. 관리자 등록 후 좌측 메뉴 '인증서 신청하기'
- 상품선택 (Setigo PositiveSSL)* 단일 도메인 제공
- 도메인(CN) 입력 : everybranch.co.kr
* ex) www.naver.com (x), naver.com (o)
-  웹서버 선택 (Apache)
-  기본 CN 도메인 인증방법 선택 (HTTP)
4. 결제 후 '인증서 관리' > '인증 진행중' 이동
- 주문번호 클릭 후 들어가서 'DCV' 인증 파일 다운
- 소프트자이온에 전달
[소프트자이온]
5. 웹서버 루트경로에 .well-known/pki-validation/발급받은txt파일
를 복사
[고객사]
6. https://www.sslcert.co.kr/manage 접속 후
- 좌측 메뉴 '인증서 관리' > '인증 진행중' 이동
- 주문 우측 '상세보기' 버튼 클릭
- DCV : HTTP/s 인증란에 '검증테스트' 클릭후 정상 확인
- '검증요청하기' 클릭
7. 1 ~ 3시간 후
- 좌측 메뉴 '인증서 관리' > '발급완료' 이동
- 다운로드 클릭 후 압축파일을 소프트자이온에에 전달
```"
Wiki-Backend 개발 가이드-Telnet 으로 메일 보내기 테스트,"**0**
telnet mailserver.com 25(enter)
EHLO mailserver.com (enter)
AUTH LOGIN(enter)
base64 로 인코딩된 SMTP 계정(enter)
base64 로 인코딩된 SMTP 계정의 비번(enter)
![Untitled](Wiki-Backend%20%E1%84%80%E1%85%A2%E1%84%87%E1%85%A1%E1%86%AF%20%E1%84%80%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%83%E1%85%B3-Telnet%20%E1%84%8B%E1%85%B3%E1%84%85%E1%85%A9%20%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%86%AF%20%E1%84%87%E1%85%A9%E1%84%82%E1%85%A2%E1%84%80%E1%85%B5%20365a73de24be481686bc327a595a792e/Untitled.png)
MAIL FROM:<보내는 메일 주소>(enter)
RCPT TO:<받는 메일 주소>(enter)
data(enter)
subject:메일제목(enter)
from:보내는사람(enter)
to:받는사람(enter)(enter)
이메일 내용(enter)
.(enter)
![Untitled](Wiki-Backend%20%E1%84%80%E1%85%A2%E1%84%87%E1%85%A1%E1%86%AF%20%E1%84%80%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%83%E1%85%B3-Telnet%20%E1%84%8B%E1%85%B3%E1%84%85%E1%85%A9%20%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%86%AF%20%E1%84%87%E1%85%A9%E1%84%82%E1%85%A2%E1%84%80%E1%85%B5%20365a73de24be481686bc327a595a792e/Untitled%201.png)"
Wiki-Backend 개발 가이드-Tomcat server 에 JNDI 설정,"JNDI 는 Tomcat Server 에서 제어하면서 하나의 커넥션 풀을 가지고, 여러 웹어플리케이션에서 공유하여 사용하기 때문에 DB커넥션 풀이 효과적으로 관리된다.
일반적으로 JDBC는 데이터베이스풀 방식을 사용하지 않고 DB에서 정보를 가져올때마다 매번 디비연결을 열고 닫는다.
따라서, 상용 어플에는 비효율적인 JDBC 방식을 사용하지 않도록 하는 것이 좋다.
JDBC 방식은 장시간 사용을 하지 않을 때 커넥션이 끊기기 때문에, autoReconnectForPools=true 옵션을 켜 놓고 사용하지만,
JNDI 는 이 옵션을 끄고 사용해도 문제가 없다.
- server.xml (빨간색 글씨)의 설정은 변경 필요)
<GlobalNamingResources>
<Resource auth=""Container"" description=""User database that can be updated and saved"" factory=""org.apache.catalina.users.MemoryUserDatabaseFactory"" name=""UserDatabase"" pathname=""conf/tomcat-users.xml"" type=""org.apache.catalina.UserDatabase""/>
<Resource name=""**jdbc/salevisDB**""
auth=""Container""
type=""javax.sql.DataSource""
driverClassName=""net.sf.log4jdbc.sql.jdbcapi.DriverSpy""
url=""jdbc:log4jdbc:mysql://**DB서버IP:DB서버포트/DB명**?allowMultiQueries=true&useUnicode=true&characterEncoding=UTF-8&autoReconnect=true&autoReconnectForPools=true&verifyServerCertificate=false&useSSL=false&serverTimezone=UTC""
username=""**DB접속계정**""
password=""**DB접속계정암호**""
poolPreparedStatements=""true""
maxOpenPreparedStatements=""50""
validationQuery=""select 1""
testWhileIdle=""true""
timeBetweenEvictionRunsMillis=""7200000""
/>
</GlobalNamingResources>
<Service name=""Catalina"">
...........
<Engine defaultHost=""localhost"" name=""Catalina"">
...........
<Host appBase=""webapps"" autoDeploy=""true"" name=""localhost"" unpackWARs=""true"">
...........
<Context docBase=""prm-salevis-was"" path="""" reloadable=""false"" source=""org.eclipse.jst.jee.server:prm-salevis-was"">
<ResourceLink global=""**jdbc/salevisDB**"" name=""**jdbc/salevisDB**"" auth=""Container"" type=""javax.sql.DataSource"" />
</Context>
</Host>
</Engine>
</Service>
- context-datasource.xml
<!-- JNDI 설정 -->
<bean id=""dataSourceCommon"" class=""org.springframework.jndi.JndiObjectFactoryBean"">
<property name=""jndiName"" value=""java:comp/env/**jdbc/salevisDB**"" />
</bean>
<bean id=""dataSource"" class=""org.springframework.jndi.JndiObjectFactoryBean"">
<property name=""jndiName"" value=""java:comp/env/**jdbc/salevisDB**"" />
</bean>"
Wiki-Backend 개발 가이드-userkey 생성방법 변경,"```erlang
기존은 LoginController.java 의 /login/login.json API 에서 userkey 를 userId 를 SHA256 으로 암호화해서 생성합니다.
하지만, 이 경우 중복로그인 했다가 로그아웃을 하면 redis 에서 세션이 지워지기 때문에, 이전 사용하던 자리에서 사용이 불가한 문제가 발생합니다.
이를 해결하기 위해 다음과 같이 userkey 를 random 으로 생성하도록 합니다.
//String userkey = encryptLicenseString(String.valueOf(resList.get(0).get(""userId"")));  // 변경전
String userkey = UUID.randomUUID().toString().replace(""-"", """")  + System.currentTimeMillis();  // 변경후
```"
"Wiki-Backend 개발 가이드-WEB, WAS 서버 SSL 적용 방법","[https://cert.crosscert.com/category/manual/](https://cert.crosscert.com/category/manual/)
by benni on 2021.10.26.
톰캣에 SSL 적용하는 방안 관련하여 웹에 나와있는 가이드 (목록 상위 10) 들은 x509, pkcs, keystore 등등 여러 사항에 대하여 복잡하고 옛된 방안을 제시하여, 결국에는 안 되고 헷갈리고 시간 낭비만 일으킵니다.
코모도ssl에 제공되는 [가이드](https://www.comodossl.co.kr/certificate/ssl-installation-guides.aspx)는 `.pfx` 파일을 사용하는 방안으로 가장 간단하고 여러 서버(apache, nginx, 등)에도 동일하게 반영되는 방안으로, 이번 GS인증 작업(톰캣) 중에 검증 되었으며, 현재 AICRM 서버 (nginx) 에도 사용되고 있음을 공유드립니다.
[https://www.comodossl.co.kr/certificate/ssl-installation-guides.aspx](https://www.comodossl.co.kr/certificate/ssl-installation-guides.aspx)"
Wiki-Backend 개발 가이드-Wiki-Backend 개발 가이드,"common-api.jar 1.0.2 이상 지원
- Backend login/login.json 처리 부분에 다음 코드 추가
if (request.get(""forceLogin"") != null && (boolean)request.get(""forceLogin"") == true) {
Boolean found = clearUserModelerUserkeyByLoginId(s.tenantid, s.loginid);
} else {
Set<String> userkey_same = getUserModelerUserkeyByLoginId(s.tenantid, s.loginid);
if (userkey_same != null && !userkey_same.isEmpty()) {
return super.makeResponseData(HttpStatus.OK, ""LOGIN.MSG.DUPLICATEACCESS"");
}
}
- Fronend login.component.js 에 다음 코드 추가
vm.doLogin = function(forceLogin) {
vm.loginInfo.forceLogin = forceLogin;
var prms = loginApi.doLogin().post(vm.loginInfo).$promise;
prms.then(function(data) {
if (data && data.responseVO && data.responseVO.header.status == CONSTANT.HttpStatus.OK) {
if (data.responseVO.body.docCnt > 0) {
if (data.responseVO.body.docs[0].message == 'LOGIN.MSG.DUPLICATEACCESS') {
gConfirm('', $translate.instant('LOGIN.MSG.DUPLICATEACCESS'), {
btn : '',
fn : function(){
vm.dataloader = false;
doLogin(true);
}
}, {
btn : '',
fn : function(){
vm.dataloader = false;
}
});
return;
}
setUserSession(vm, data);"
Wiki-Backend 개발 가이드-대용량 엑셀 다운로드,"[https://jayceepark.github.io/posts/2018-08-10/use_poi_bulk_excel](https://jayceepark.github.io/posts/2018-08-10/use_poi_bulk_excel)
대용량 엑셀 다운로드"
Wiki-Backend 개발 가이드-동일 API 반복호출로 데이터가 중복저장 되는 문제 방지 방안 (보안점검),"SessionInterceptor.preHandle 에 추가
```
if (StringUtils.equals(request.getMethod(), ""OPTIONS"")) { // preflight 때문에 넣어 주어야 됩니다.
logger.debug(""request OPTIONS"");
return true;
}
if (request.getRequestURI().indexOf(""/insert/"") == 0 || request.getRequestURI().indexOf(""/update/"") == 0 || request.getRequestURI().indexOf(""/delete/"") == 0) { // insert, update, delete 의 경우가 동작
String remote = request.getRemoteAddr();
String url = remote + ""--"" + request.getRequestURI();
Date d = (Date)userCacheAccessor.getUserModelerProcData(""CHECK-URL"", url, Date.class);
Date now = new Date();
if (d != null) {
long sDiff = (now.getTime() - d.getTime()) / 1000;
if (sDiff < 3) { // 3초이내에 호출
logger.error(""same request is called in 3 seconds:"" + url);
return false;
}
}
userCacheAccessor.setUserModelerProcData(""CHECK-URL"", url, now);
}
```"
Wiki-Backend 개발 가이드-리눅스 디스크 용량 체크 명령어,"sudo lsblk -o NAME,FSTYPE,SIZE,MOUNTPOINT,LABEL"
"Wiki-Backend 개발 가이드-서버 백업 설정 (파일, DB)","서버의 파일을 백업 받는 방법은 솔루션을 이용할 수도 있겠지만, 주기적으로 linux 의 crontab 을 이용하여 백업 받는 방법이 있겠습니다.
1. 서버 파일 백업 방법([https://idchowto.com/crontab%ec%9d%84-%ec%9d%b4%ec%9a%a9%ed%95%98%ec%97%ac-%ec%a3%bc%ea%b8%b0%ec%a0%81%ec%9d%b8-%eb%8d%b0%ec%9d%b4%ed%84%b0-%eb%b0%b1%ec%97%85%ed%95%98%ea%b8%b0/](https://idchowto.com/crontab%ec%9d%84-%ec%9d%b4%ec%9a%a9%ed%95%98%ec%97%ac-%ec%a3%bc%ea%b8%b0%ec%a0%81%ec%9d%b8-%eb%8d%b0%ec%9d%b4%ed%84%b0-%eb%b0%b1%ec%97%85%ed%95%98%ea%b8%b0/))
#!/bin/bash
#~/cron/file_backup.sh
date=$(date +%Y%m%d%H%M)
backup=""backup$date.tar.gz""
#echo $backup
cd /home
tar -zcvf /backup/$backup /opt/home/tomcat/webapps
# 30일 이전거 지우기
find /backup -mtime +30 -name ""backup*.tar.gz"" -exec rm -rf {} \;
스크립트가 구동될때 현재 날짜(년월일시분)를 압축파일을 만들 이름에 넣어 백업된 날짜를 확인할 수 있습니다.
tar 를 이용하여 /home/test를 압축하여 백업데이터가 들어갈 /backup에 설정한 이름(변수 $backup)을 넣어 만들어지게 합니다.
find 명령어로 /backup에 30일이지난 backup*.tar.gz를 삭제하는 구문이 있습니다.
1. DB 백업방법([https://stove99.github.io/linux/2019/04/04/Database-Backup/](https://stove99.github.io/linux/2019/04/04/Database-Backup/))
#!/bin/bash
#~/cron/mysql_backup.sh
date=$(date +%Y%m%d%H%M)
backup=""db_$date.sql""
#echo $backup
/usr/bin/mysqldump -uroot -p비밀번호 백업할db명 > /backup/$backup
# 30일 이전거 지우기
find /backup -mtime +30 -name ""db_*.sql"" -exec rm -rf {} \;
1. 상기 두개의 shell 을 crontab 에 등록하여 매일 새벽3시에 백업을 실행시킬 수 있습니다.
crontab -e
# 매일 새벽 3시에 파일백업돌리기
0 3 * * * ~/cron/file_backup.sh
# 매일 새벽 4시에 백업돌리기
0 4 * * * ~/cron/mysql_backup.sh
1. rotatelog_remove.sh
tomcat log 파일 30일 이전거 지우기
#!/bin/bash
#~/cron/rotatelog_remove.sh
# 30일 이전거 지우기
find /usr/local/tomcat/apach-tomcat/log -mtime +30 -name ""catalina.out.*.log"" -exec rm -rf {} \;"
Wiki-Backend 개발 가이드-원격디버깅,"```bash
1. tomcat 설정
/bin/catalina.sh 파일 안에. 아래 부분 추가 (통상 234 라인에 추가 )
JAVA_OPTS=""$JAVA_OPTS -Dorg.apache.catalina.security.SecurityListener.UMASK=`umask`""  # 원래 있는 내용
JAVA_OPTS=""$JAVA_OPTS -Xdebug -Xrunjdwp:transport=dt_socket,address=8000,server=y,suspend=n"" # 새로 추가할 내용
2. 8000번 방화벽 open
/etc/sysconfig/iptables 에서 8000 번 추가후 service iptables restart
3. tomcat 재시작
4. 디버깅 시작 (eclipse)
Run -> Debug Configuration -> Remote Java Application - New Configuration : Host 와 Port 입력하여 등록
설정완료 후 Debug 버튼 클릭
소스에 break point 설정하고, 브라우저에서 백엔드서버의 API 서비스를 호출하면 break 됨
5. 디버깅 중단 (eclipse)
Run -> Disconnect
```"
Wiki-Backend 개발 가이드-이클립스에 tab to space 설정하기,"1. 이클립스 상단 메뉴들 중 [Window] -> [Preferences] 를 차례로 클릭하여 설정 팝업을 띄운다.
< 텍스트 파일 설정 >
2. 설정 팝업에서 [General] -> [Editors] -> [Text Editors] 를 차례로 클릭하고
우측의 ""Insert spaces for tabs"" 체크박스를 체크, Line width: 200, Indentation size: 2 로 설정
< 자바 파일 설정 >
3. 2번과 동일하게 [Java] -> [Code Style] -> [Formatter] 를 차례로 클릭하고 우측의 ""Edit"" 버튼을 클릭한다.
4. Indentation tab 의 [Tab policy] 항목을 ""Tab only"" 에서 ""Spaces only"" 로 바꾸고, Indentation size: 2, Tab size: 2 로 설정
5. Line Wrapping tab 의 Maximum line width: 200 설정
6. Comments tab 의 Maximum width for comments: 200 설정
7. 상단의 profile name을 적절하게 변경한다. (Ex.Eclipse Tab-to-Space)
< JavaScript 도 자바 파일설정과 동일하게 설정 >
< XML 파일 설정 >
8. 2번과 동일하게 [XML] -> [XML Files] -> [Editor] 에서 ""Indent using spaces"" 라디오버튼을 체크한다. Line width: 200, Indentation size: 2 로 설정
< Web 의 CSS, HTML 파일 설정 >
9. 2번과 동일하게 [Web] -> [CSS files, HTML files] -> [Editor] 에서 ""Indent using spaces"" 라디오버튼을 체크한다. Line width: 200, Indentation size: 2 로 설정
- 적용을 하면 설정 완료된다. (설정을 완료하였다 하더라고 이미 작성된 파일들에는 적용되지 않으므로 프로젝트 시작 전에 미리 세팅하는 것이 좋다.)
- 이미 작성된 문서는 Ctrl+A 로 모두 선택한 후 Ctrl+Shift+F 를 누르면 전체 포맷팅이 됨. 안 되는 경우는 Ctrl+A, Ctrl+X 로 잘라내기를 한 후 Ctrl+V 로 붙여 넣기 하면 적용됨
- [General] -> [Editor] -> [Text Editors] 에서 Show print margin 과 Show line numbers 는 체크하고 사용하면 tab/space 를 구분할 수 있어 편리하다."
Wiki-Backend 개발 가이드-자바 유료/무료 버전,"[https://broccolies.com/2021/03/24/%EC%98%A4%EB%9D%BC%ED%81%B4-java-sejre-jdk-%EC%9C%A0%EC%83%81%EB%B2%84%EC%A0%84/](https://broccolies.com/2021/03/24/%EC%98%A4%EB%9D%BC%ED%81%B4-java-sejre-jdk-%EC%9C%A0%EC%83%81%EB%B2%84%EC%A0%84/)
자바 유료/무료 버전"
"Wiki-Backend 개발 가이드-톰캣 한글 깨짐 (웹 페이지 한글 깨짐, 한글 입력 안됨, 로그 한글 깨짐)","[https://blog.naver.com/baekmg1988/221302236018](https://blog.naver.com/baekmg1988/221302236018)
톰캣이 한글 깨질때"
Wiki-Backend 개발 가이드-하나의 API 에서 Mybatis 의 Interceptor 는 두번 호출되지 않는 구조,"java salevis 프레임워크의 Mybatis 에서 Encryption interceptor 는 하나의 API 에서 한번만 호출되는 구조입니다.
내부적으로 한번만 호출하도록 EncryptionProcessed 라는 설정을 해 놓았습니다.
예를 들어, API 를 작성하고, 컨트롤러에r
baseService.baseInsert(""CampaignImpl.insertCampaignImplCustomer"", param, session, false);
baseService.baseUpdate(""Login.updateCountVerificationCode"", param, session, false);
와 같이 두번을 연속해서 Mybatis 를 접속하면 두번째 접속에서는 Encryption interceptor 가 호출되지 않습니다.
이때,
baseService.baseInsert(""CampaignImpl.insertCampaignImplCustomer"", param, session, false);
param.remove(""EncryptionProcessed"");
baseService.baseUpdate(""Login.updateCountVerificationCode"", param, session, false);
와 같이 초기화하는 코드 param.remove(""EncryptionProcessed""); 를 넣어 줘야 됩니다."
